Kadir _NOUN_,1119
Karabakh_NOUN ,_.,1027
Karma_NOUN _._,8562
Kant calls,1217
Kathy_NOUN _CONJ_,4000
Kat and,2998
Keel ,,1704
Keep_VERB an_DET,9751
Kenny _CONJ_,3786
Kavanaugh_NOUN was_VERB,1041
Kelly looked,1055
Keane _NUM_,1002
Katie could,1528
Kemalist_ADJ _NOUN_,1597
Keats_NOUN ._.,2065
Kelley_NOUN _NUM_,1204
Kathleen and_CONJ,1942
Kelsey_NOUN and,1199
Kenilworth _NOUN_,1169
Keisha _PRT_,1488
Ken_NOUN and,5290
Kennington _NOUN_,1294
Kate_NOUN nodded_VERB,1733
Kathleen_NOUN ,,7630
Karl_NOUN _._,46691
Kelantan_NOUN _._,1487
Kayla was,1706
Keep all,1918
Keeping the_DET,15134
Katie_NOUN Ann_NOUN,1049
Kandahar _NOUN_,2271
Kandahar_NOUN ,_.,1946
Karimi _._,2922
Katelina _VERB_,2337
Kano ,,3314
Kaz_NOUN _._,1269
Katherine Mansfield,1747
Kate_NOUN went_VERB,1023
Karam_NOUN _NOUN_,1410
Kellogg_NOUN 's_PRT,2938
Keith -_.,1146
Kanagawa_NOUN _._,1494
Kauffman_NOUN _NOUN_,2859
Kenneth_NOUN ,_.,10201
Keisha 's,1184
Kate Chopin,1033
Kampf_NOUN ,,2252
Katha _._,1062
Kara -_.,1700
Keep_VERB trying_VERB,1434
Keeps_VERB the_DET,1864
Kennedy 's_PRT,27429
Kelly_NOUN 's_PRT,21227
Katharine_NOUN _ADP_,1105
Katrina and,2980
Keohane and_CONJ,1603
Kayla_NOUN .,4246
Kampf _X_,1176
Kaplan ,,34845
Katherine ,_.,14402
Kaur_NOUN and_CONJ,1551
Ke said_VERB,1500
Kanaka_NOUN _NOUN_,1522
Kemalist_NOUN _NOUN_,1898
Karo _._,1296
Kent_NOUN was_VERB,2569
Keith (_.,2120
Kayak _NOUN_,1257
Kentish_NOUN _NOUN_,6933
Keep still_ADV,1549
Kansas (,1663
Katerina_NOUN Ivanovna_NOUN,5405
Kate had_VERB,13457
Kenyan _._,1174
Kendra ,_.,2623
Kenneth ,,10230
Katanga ,,1113
Keep_NOUN _NOUN_,1529
Katotohanang_NOUN _X_,1429
Kenneth D.,1575
Kemp_NOUN ._.,2767
Kammen_NOUN ,_.,1115
Kea _._,1577
Kazakhstan and_CONJ,3944
Kan._NOUN _._,1278
Keller_NOUN says_VERB,1240
Kennington_NOUN _._,1129
Kat_NOUN ,_.,7306
Kaz _._,1269
Kate had,13457
Kapernaum_X _X_,2763
Katrina 's,2827
Kandy_NOUN ,_.,1925
Kenyon _CONJ_,1036
Kate was_VERB,13445
Kendler_NOUN _NOUN_,1229
Kari_NOUN _NOUN_,5026
Kelvin ._.,1766
Keegan _PRT_,1140
Kawai_NOUN _NOUN_,2134
Kawano_NOUN ,_.,1032
Kat_NOUN said_VERB,3174
Keith ?_.,1034
Kaminer Deputy,1057
Karen_NOUN E._NOUN,1543
Kathleen_NOUN had,1568
Kelley _VERB_,6369
Kaposi sarcoma_NOUN,2164
Karl_NOUN Marx_NOUN,29332
Kenya ),3708
Kay _._,32715
Kaunas _._,1663
Kashmir_NOUN _PRT_,3361
Kazdin_NOUN ,_.,2041
Keep_VERB all_DET,1888
Kennedy_NOUN et_NOUN,2047
Kazakhstan_NOUN _NOUN_,5304
Kaplan_NOUN &_CONJ,1518
Keisha 's_PRT,1153
Kat had_VERB,2528
Keller .,3664
Karan .,1306
Kenneth_NOUN _VERB_,10920
Kani _VERB_,1074
Katherine_NOUN is_VERB,1029
Kennedy_NOUN Presidential,1259
Kenyan_ADJ government_NOUN,1529
Kaufmann (,1961
Keith_NOUN and_CONJ,5708
Kansei_NOUN _NOUN_,1188
Katherine_NOUN said_VERB,1807
Kemal_NOUN 's_PRT,1602
Kapadia ,_.,1060
Karon sa,1308
Kehoe ,_.,1716
Kane_NOUN _CONJ_,4557
Keep track_NOUN,1787
Kastner ,,1661
Kellogg_NOUN 's,2948
Kemper_NOUN _._,3800
Kasey_NOUN _._,1283
Kasia _._,1100
Keller_NOUN _ADP_,1535
Ker (_.,1810
Karachi_NOUN ._.,2335
Kelsey_NOUN ._.,2591
Ken -,1452
Kendrick 's_PRT,1303
Katelyn_NOUN _VERB_,1458
Kaul_NOUN ,,2919
Keep_VERB .,1334
Keely 's,1130
Kelson _VERB_,1359
Kavanaugh was,1043
Kelsen_NOUN ,_.,3564
Kathryn and,1005
Kentucky_NOUN _PRT_,4956
Katie_NOUN is,1409
Karla _._,2106
Kao ,_.,4421
Kerala_NOUN _._,19243
Kendrick ,,4560
Kerala_NOUN ,,9634
Kennedy on_ADP,1033
Kennedy_NOUN 's_PRT,27429
Kay ako,1444
Keeney_NOUN _._,1714
Kelly_NOUN et,3466
Katerina _PRT_,1081
Kara_NOUN ._.,3824
Kelvin_NOUN _NOUN_,7753
Kawachi ,,1538
Kapoor _VERB_,1776
Ker_NOUN ,_.,1848
Kel ,_.,1160
Keele ,,1129
Karl_NOUN ,,20311
Kazuo _NOUN_,2563
Kenyatta_NOUN _PRT_,1622
Kashima_NOUN ,,1239
Karl_NOUN _PRT_,7020
Kashmiri _._,1126
Kenya )_.,3705
Katrina_NOUN was,2141
Kashmir_NOUN was_VERB,1140
Kemp (,1259
Katha_NOUN _NOUN_,1291
Keeping your,3782
Kenny _PRT_,6274
Kennan_NOUN _VERB_,3064
Kant_NOUN is_VERB,4702
Katherine was,3343
Kelvin_NOUN _._,8817
Kasten_NOUN _VERB_,1341
Katrina_NOUN :_.,1053
Kenzie_NOUN 's_PRT,1335
Kelowna_NOUN _._,1077
Keep_VERB at,1336
Kent _CONJ_,8684
Katharina_NOUN _._,2263
Kan_NOUN ,_.,4287
Kennard_NOUN _VERB_,1043
Kasser ,,1403
Kaplan _NOUN_,12467
Kane said_VERB,2318
Keenan .,1016
Kendall 's_PRT,5164
Keep_VERB your_PRON,50625
Kei_NOUN _NOUN_,2123
Karen Barad_NOUN,1537
Keep Your_PRON,2339
Kansas_NOUN was,1077
Katmai_NOUN _NOUN_,1024
Katya ._.,1635
Karzai _._,1143
Keogh_NOUN ,_.,2832
Karlsson ,_.,4533
Kansas _NUM_,1734
Kate_NOUN was,13445
Keely_NOUN ,_.,1190
Kashmir_NOUN ,,11802
Kaye_NOUN ,,7321
Kant_NOUN and,12312
Kawahara _._,1030
Keepers ,,1193
Kendra .,2565
Karim _NOUN_,5979
Keeley_NOUN ,,2275
Keep out,1744
Kennard ,_.,1434
Keep (,1111
Kent_NOUN State_NOUN,7353
Katzenstein _._,2620
Kerala_NOUN (_.,1890
Keppel_NOUN ,_.,1321
Kate_NOUN _DET_,2491
Kemper_NOUN ,,3063
Keating_NOUN _VERB_,4101
Karr _VERB_,1843
Kaufmann_NOUN _PRT_,1290
Katy had,1056
Keneally 's_PRT,1092
Kendra _PRT_,3490
Kauffmann_NOUN ,,1137
Keio University_NOUN,1412
Keeping_VERB up_PRT,2570
Katrina_NOUN _CONJ_,3173
Kelsen 's,2142
Kate_NOUN sat_VERB,1273
Kathleen_NOUN ._.,6310
Kellan _._,2565
Kellan_NOUN 's,1472
Karin _VERB_,5395
Kenyatta _._,2354
Kantian ethics,1209
Kazakh _NOUN_,8913
Kavanaugh _CONJ_,1304
Kerala_NOUN and,2288
KdV equation_NOUN,1258
Katia _NOUN_,1302
Katie_NOUN _PRT_,19502
Katelyn _VERB_,1458
Kane_NOUN _NOUN_,8755
Kant_NOUN ,,48766
Kari 's_PRT,1400
Karl Friedrich,1346
Katya_NOUN ._.,1635
Kerala ,,9636
Kathryn 's_PRT,1613
Karo _NOUN_,1583
Keeping up,2585
Kelsey_NOUN _PRT_,3987
Kenyon_NOUN ._.,1195
Kenny_NOUN _CONJ_,3786
Kerberos_NOUN _NOUN_,1364
Kennard _._,1969
Karen J.,1040
Karnataka_NOUN ,,7514
Kelly_NOUN could_VERB,1538
Keio_NOUN University_NOUN,1412
Karl May,1706
Kenworthy ,,1711
Karnataka_NOUN _VERB_,2205
Kepler _PRT_,8367
Kato et_NOUN,1412
Katowice_NOUN _._,1976
Karl_NOUN ,_.,20311
Kath_NOUN ._.,1759
Kendall (_.,1198
Kate_NOUN knew,1706
Kat_NOUN 's,6810
Kaposi_NOUN sarcoma_NOUN,2164
Kerala ,_.,9634
Keith and_CONJ,5708
Kaufmann and,1431
Karger_NOUN ,_.,3457
Kant_NOUN ),2151
Kenna_NOUN 's,1156
Kennedy_NOUN is_VERB,1678
Karna _._,1521
Kennard _VERB_,1043
Kapoor _NOUN_,2378
Ke ._.,3269
Kentucky_NOUN was_VERB,1199
Katrina ,_.,7884
Kashmir_NOUN :,1057
Kenny _NUM_,1066
Kerby _._,1124
Kelly_NOUN asked_VERB,1856
Keech_NOUN _VERB_,2207
Kaufman_NOUN _NUM_,1685
Kelli_NOUN _PRT_,1000
Katherine_NOUN _CONJ_,4076
Karl_NOUN W._NOUN,1145
Keen_NOUN _VERB_,1336
Kenya ;_.,1215
Kavanaugh_NOUN 's,3137
Kenneth_NOUN J.,3780
Karen_NOUN to_PRT,1157
Katja _._,1058
Kansas_NOUN City_NOUN,51289
Keeble _._,1287
Kasper_NOUN ,_.,3443
Keely ,_.,1197
Katie_NOUN _CONJ_,7086
Kendrick_NOUN _PRT_,1650
Kennedy )_.,1398
Keep_VERB _DET_,74060
Kenton_NOUN _._,3254
Kennedy _._,107428
Kaohsiung_NOUN _._,1367
Kelly and_CONJ,14314
Karl_NOUN Polanyi_NOUN,2790
Kates ,_.,1745
Kendall_NOUN _NOUN_,11241
Karl Polanyi_NOUN,2790
Kant_NOUN to_PRT,2469
Karlsruhe_NOUN ,,4019
Kashmir in_ADP,1510
Kennan _._,4923
Ken ._.,8451
Keluo _NOUN_,2969
Kein_NOUN _NOUN_,1000
Kate_NOUN ;_.,1120
Kang and_CONJ,2925
Kellie_NOUN _NOUN_,2120
Karim ,,5072
Karl Rahner_NOUN,2420
Kampung_NOUN _NOUN_,1496
Kelley_NOUN _CONJ_,3380
Ke_NOUN _ADP_,1951
Kate took,1902
Kandel_NOUN _._,3964
Kataoka ,,1476
Karl Friedrich_NOUN,1345
Kansai _NOUN_,2270
Kautsky _VERB_,1758
Kennedy as_ADP,1110
Kellan_NOUN _._,2550
Kazan_NOUN .,1011
Kant does,1744
Kellam Ostrander,1393
Katharine ._.,2261
Karelian _NOUN_,1829
Keaton_NOUN 's,1298
Kenji ,,1061
Kazakhstan_NOUN ,,14277
Keeping _ADV_,2111
Kennedy '_PRT,3711
Kearny _VERB_,1403
Kawashima ,_.,1656
Kathleen A.,1075
Karnataka_NOUN (_.,1432
Kavanagh_NOUN ,,4345
Ken _PRT_,9641
Keegan_NOUN _VERB_,3850
Kashmir_NOUN was,1140
Kawai ,_.,2306
Kari _VERB_,7766
Kenyon_NOUN _CONJ_,1036
Keep on,5718
Karlsruhe Institute_NOUN,1611
Keith .,10943
Kan _X_,1734
Keep _NOUN_,47022
Kant_NOUN as,1341
Kathy_NOUN and,3829
Kelly_NOUN says_VERB,1206
Keddie_NOUN ,_.,1629
Kell _._,2821
Keep calm,1446
Keep them,6214
Keep_VERB walking_NOUN,1062
Kemp_NOUN _NOUN_,5712
Kataoka _._,1619
Kenny _VERB_,20906
Keeping _ADJ_,5048
Kemal_NOUN _VERB_,3006
Kelly &_CONJ,1334
Kat_NOUN ,,7306
Karl_NOUN Kautsky,1232
Kenyatta _PRT_,1622
Kent in_ADP,1657
Katerina_NOUN Ivanovna,5405
Keeping_VERB up,2584
Katz ,,33077
Kellyanne_NOUN Conway,1145
Kent_NOUN had_VERB,1945
Karam _NOUN_,1410
Kanye_NOUN West,2227
Ken_NOUN .,8451
Katrin_NOUN _NOUN_,3043
Kelley_NOUN (_.,1309
Keane_NOUN 's_PRT,1025
Kaneko_NOUN ,,2292
Keller (_.,2517
Kensington_NOUN Publishing_NOUN,1640
Kashmir _CONJ_,4294
Kelvin 's,1412
Kathryn_NOUN _NOUN_,26738
Kellogg 's,2948
Kari ,_.,2261
Kate_NOUN '_PRT,2951
Karen L.,1745
Kat_NOUN said,3174
Kaye ,,7338
Keneally _VERB_,1519
Karen was_VERB,5018
Keneally_NOUN ,,1528
Kara_NOUN said_VERB,1555
Kennedy (,6425
Keep_VERB yourself_PRON,1411
Keep _CONJ_,1539
Keel _VERB_,1071
Katzman_NOUN _._,1319
Kenna 's_PRT,1138
Kelton_NOUN ,,1477
Kent State,7355
Karen_NOUN was,5018
Kenneth_NOUN A._NOUN,2347
Karl_NOUN Marx,29332
Katrina was_VERB,2141
Karmic_NOUN _NOUN_,1621
Kazan _PRT_,1073
Kapur ,_.,4088
Kanban _NOUN_,1910
Katie _._,43100
Kao ,,4421
Keisha_NOUN _._,2831
Keely_NOUN _VERB_,4979
Keeping these,1145
Karl Heinz,1146
Kazakhstan ,,14290
Karlin ,,1183
Kendal_NOUN ,_.,2416
Kelso_NOUN ,_.,2818
Kenneth_NOUN Galbraith_NOUN,1940
Kelly ?_.,2141
Kempis ,_.,1081
Katy_NOUN was_VERB,1705
Kerensky_NOUN _PRT_,1163
Keith_NOUN (,2120
Kawasaki _PRT_,1157
Karl von_NOUN,2249
Karl_NOUN E._NOUN,1116
Kenton_NOUN ,,2089
Kegan_NOUN Paul,29184
Kawasaki disease_NOUN,3153
Kang _CONJ_,3343
Kaye_NOUN _VERB_,8266
Kayla 's,4056
Kann_NOUN _._,1081
Kenyan_ADJ government,1529
Kaunda _._,1016
Katayama_NOUN _NOUN_,1813
Kandel _._,3964
Keaton_NOUN _._,3389
Kennedy_NOUN (_.,6425
Kenner ,_.,1588
Kant_NOUN )_.,2151
Keen_ADJ ,_.,4596
Kenzie ,_.,1339
Karnak ,,1162
Kenneth_NOUN N.,1099
Katholieke_NOUN _NOUN_,1244
Kemmis ,_.,1275
Kawano _._,1171
Keep this_DET,5933
Kantian_NOUN ,,1063
Katrina said,1209
Kennedy _PRT_,34160
Kara_NOUN was_VERB,1794
Kemp_NOUN _PRT_,3016
Keeps_VERB _NOUN_,2267
Kemp ,_.,14847
Kate_NOUN as_ADP,1162
Katz_NOUN Peet,1347
Kate_NOUN felt_VERB,2088
Kanda_NOUN ,_.,1461
Kenyatta_NOUN _._,2354
Kampf ,,2253
Kennedy_NOUN said_VERB,2153
Kang and,2925
Kenna ,,1315
Kendal_NOUN _VERB_,2574
Kant (_.,4450
Keen_ADJ _PRT_,1490
Kampala ,,3682
Kaul _._,3804
Kelly _NOUN_,51317
Kennedy_NOUN in_ADP,3644
Kaul ,_.,2919
Keppel_NOUN ,,1321
Katarina_NOUN _NOUN_,2108
Kea _VERB_,2066
Kate_NOUN smiled_VERB,1434
Kath_NOUN ,_.,1188
Kenneth_NOUN L._NOUN,2326
Kerala (_.,1890
Karl -,6284
Kate_NOUN 's,29480
Ke was_VERB,3543
Kanai ,,1140
Keen ,_.,5437
Keplerian _NOUN_,1210
Kennedy Space_NOUN,2163
Kay_NOUN _VERB_,20528
Kerala 's,1253
Kent_NOUN ;_.,1057
Kay_NOUN ._.,6613
Kaur_NOUN _VERB_,1479
Kampf_NOUN _._,4500
Keep_VERB moving_VERB,3107
Kaul ,,2919
Kelton ,_.,1477
Keras_NOUN _VERB_,1467
Kennington_NOUN _NOUN_,1294
Kaye _CONJ_,1213
Keira_NOUN _VERB_,5608
Kansas_NOUN .,16226
Keep_VERB talking_NOUN,1401
Keefe ,,2810
Kathy was,3212
Kashmir_NOUN _ADP_,5405
Kass _._,3241
Když_NOUN pak_X,1281
Kent_NOUN _NUM_,2116
Kazakhstan_NOUN _ADP_,2973
Kenya _ADP_,8428
Katie would_VERB,1075
Kasim_NOUN ,,1012
Kari_NOUN _CONJ_,1042
Keener ,,3972
Kamiya_NOUN _._,1466
Kerala _VERB_,4087
Karl Barth_NOUN,11415
Keep your,50628
Kate felt_VERB,2088
Karim_NOUN _VERB_,8243
Kanpur ,,2097
Kemble_NOUN ,_.,2201
Kelley .,1997
Kamm_NOUN ,,1473
Kathleen 's_PRT,3261
Kenyon_NOUN _VERB_,3392
Kashgar_NOUN _._,1420
Kampala_NOUN _._,6247
Kenrick _._,1977
Kassel _._,5456
Kawasaki_NOUN disease,3153
Kara said_VERB,1555
Keira_NOUN _._,1819
Karachi :,1890
Karnac_NOUN Books_NOUN,2104
Kendra_NOUN said,1290
Kangaroo_NOUN Island,1145
Keeping_VERB my_PRON,2642
Kansas :,1682
Kathryn_NOUN Sikkink_NOUN,1368
Kelly ._.,18208
Ke 's_PRT,6284
Katie_NOUN _ADP_,5386
Kantor ,,3183
Ken_NOUN -_.,1452
Kell ,,1886
Keira _._,1819
Kellyanne_NOUN Conway_NOUN,1145
Kazakhstan_NOUN :_.,1251
Karen_NOUN to,1157
Kath .,1759
Keepers _VERB_,1986
Keepers_NOUN of_ADP,1906
Kenton _NOUN_,1685
Katie ?,2966
Kawakami ,_.,2211
Kantor _._,3953
Kendrick Lamar,1580
Kate went_VERB,1023
Keith Richards_NOUN,1505
Kendall and,2992
Kaushal _._,1132
Kendra 's_PRT,2751
Keele_NOUN University,1158
Kaye ,_.,7329
Kent _ADP_,5963
Kazakhstan 's,2655
Kaminski ,,2478
Keep_VERB still_ADV,1545
Kellen_NOUN _VERB_,4403
Karsten_NOUN ,,1370
Katerina Ivanovna_NOUN,5405
Karthala_NOUN ,,1090
Ke_NOUN Er,4947
Karo_NOUN _._,1257
Kate stood,1008
Keeling ,_.,2593
Kearney_NOUN 's,1029
Kant -,1353
Kenneth and,1859
Keeper_NOUN of_ADP,8324
Kay_NOUN ang_NOUN,1080
Kate says,1902
Kang _ADV_,1367
Kenner_NOUN _._,2196
Kendra_NOUN .,2565
Kayser_NOUN _._,2910
Karl_NOUN Mannheim_NOUN,1992
Keeping_VERB an_DET,2065
Keating _._,11174
Keeping _DET_,28916
Karnataka_NOUN _CONJ_,1952
Katya_NOUN _VERB_,10130
Karl_NOUN was,2766
Keating _CONJ_,1503
Kenneth_NOUN L.,2326
Kazimierz_NOUN _NOUN_,2105
Kansas_NOUN :_.,1682
Kara_NOUN said,1555
Kelsey_NOUN _VERB_,14471
Karen said_VERB,4696
Keppel_NOUN _NOUN_,1171
Kazakhstan _._,25758
Karl_NOUN Barth_NOUN,11415
Katznelson_NOUN ,_.,1653
Keisha ,_.,1268
Kentucky_NOUN :,1591
Kapp_NOUN _._,2524
Keeping track,1552
Karl Popper,4306
Kazakhs _._,1270
Kelsey_NOUN 's,3274
Kang_NOUN was_VERB,1403
Katrina_NOUN .,5852
Kathy_NOUN said_VERB,2373
Kenneth J.,3782
Karl_NOUN had_VERB,2280
Kent_NOUN and_CONJ,7283
Kenyon_NOUN .,1195
Kantor ,_.,3183
Kent_NOUN _PRT_,8508
Katy_NOUN .,3664
Kentucky to,1698
Kelley_NOUN 's,2423
Karnac Books_NOUN,2104
Karl Mannheim_NOUN,1992
Kansas_NOUN in_ADP,1655
Kelly was,8170
Kazakhstan_NOUN is_VERB,1004
Kashyap _._,2540
Kanno _._,1032
Kawabata_NOUN _._,1304
Kaye_NOUN 's_PRT,1409
Kandinsky _VERB_,1068
Kashmir (,2044
Kendal_NOUN _NOUN_,1320
Keating ,_.,8580
Katerina_NOUN _PRT_,1081
Katarina_NOUN _VERB_,2452
Kazemi_NOUN _._,1407
Kay ingon,1044
Kano ,_.,3311
Kawai _NOUN_,2134
Karan _NOUN_,2404
Kawachi _._,1783
Kazakh _._,1860
Kant in,2616
Kashima_NOUN ,_.,1239
Karim _PRT_,2493
Keefe_NOUN ,,2810
Kansas_NOUN and_CONJ,5545
Kellogg 's_PRT,2938
Karma .,2381
Keilah _._,1069
Keeping_VERB this_DET,2662
Kate _VERB_,169380
Karl_NOUN May_NOUN,1666
Kaufman ,_.,18844
Kennedy_NOUN said,2153
Katharine_NOUN 's_PRT,3055
Kendra 's,2783
Katherine ?,1102
Kelli_NOUN _NOUN_,1846
Kathy _NOUN_,19759
Kensington _CONJ_,2311
Kandel_NOUN ,_.,3472
Kenna _VERB_,5280
Kennan ,,4065
Kanda_NOUN ,,1461
Keith_NOUN _._,39648
Kelsey 's_PRT,3229
Kathryn_NOUN Sikkink,1368
Kenneth Grahame_NOUN,1034
Kant _PRT_,74602
Katalin_NOUN _NOUN_,1482
Katherine_NOUN M.,1077
Katrina _NOUN_,9345
Kara _._,12856
Kashmir 's,1307
Kashmir in,1511
Kelly_NOUN could,1538
Keep It,1963
Kennesaw_NOUN Mountain,1129
Kellam_NOUN Ostrander_NOUN,1393
Keeping_VERB your_PRON,3781
Kasey_NOUN _VERB_,2274
Keeping my_PRON,2642
Keech _VERB_,2208
Kaya't _X_,2915
Kempe_NOUN ,,2636
Ken_NOUN _VERB_,36385
Keble_NOUN _._,1691
Kantian ,,1094
Kathryn and_CONJ,1005
Kaminski_NOUN _NOUN_,1169
Kelly_NOUN in,1776
Kant_NOUN _DET_,1761
Kenneth L.,2330
Kennedy to,2944
Karl_NOUN Kraus_NOUN,1149
Kenya (_.,5578
Kennedy :_.,1760
Kampala .,1055
Kandy_NOUN _VERB_,1568
Kerensky _._,1932
Keepers _._,2780
Kent_NOUN ._.,14412
Kells_NOUN ,_.,1136
Kari _._,4879
Kannan_NOUN _._,3252
Kentucky ,_.,40554
Kentucky University_NOUN,1984
Keats_NOUN 's,4384
Katerina ,_.,1383
Keeling_NOUN _._,4007
Kang -,1034
Kemble_NOUN ,,2201
Kasia_NOUN _VERB_,1972
Ken -_.,1452
Karelia_NOUN _._,1502
Keneally ,,1529
Kenya_NOUN to_PRT,1703
Katy_NOUN ,,5366
Kelsey and,1199
Ke_NOUN _VERB_,23497
Kayla had_VERB,1434
Katya_NOUN ,_.,2099
Kennesaw_NOUN Mountain_NOUN,1129
Keep working,1135
Kempf ,,1100
Kennett ,,1391
Kent ;,1057
Katie_NOUN .,16588
Karlsson _._,5488
Katie 's_PRT,15742
Keeping_VERB them,1044
Katowice _._,1996
Ken_NOUN was_VERB,3506
Kegan ,_.,1373
Ken and_CONJ,5290
Kensington .,3685
Kate says_VERB,1902
Katherine_NOUN ._.,10360
Kenny_NOUN was,2401
Karl _VERB_,25216
Kaufman (_.,2185
Kannada _NOUN_,2620
Katrina_NOUN _._,17589
Kelly_NOUN _PRON_,1538
Karnataka and_CONJ,1818
Keir _NOUN_,2462
Kent ;_.,1057
Kept _DET_,1128
Keay_NOUN ,_.,1059
Karin ._.,2148
Kazakhstan_NOUN ,_.,14277
Keisha_NOUN _PRT_,1488
Keohane_NOUN and_CONJ,1603
Katotohanang sinasabi_X,3276
Kemeny ,_.,1267
Kelton ,,1477
Kapiloff Papan,1027
Kempis_NOUN ,,1076
Katz _VERB_,6052
Kay said,1155
Keeton_NOUN _._,1013
Kamin _._,1045
Kenny_NOUN _ADV_,1502
Kelton_NOUN ,_.,1477
Karras_NOUN _._,1672
Kenan_NOUN ,,1125
Kelly_NOUN is,2398
Kay si_X,1121
Kelsey_NOUN ,,6334
Kashmir was,1140
Karin_NOUN and,1078
Katherine_NOUN of_ADP,1101
Kearney _VERB_,3699
Keras_NOUN _NOUN_,3219
Karen_NOUN asked,1276
Kelly ,,74824
Katz_NOUN ._.,2471
Kennedy_NOUN and_CONJ,15024
Kelly .,18211
Kemble _._,3174
Kaminski_NOUN ,,2478
Kan_NOUN _VERB_,2229
Kenny _._,21770
Karen .,14860
Kenya _._,80665
Kari 's,1424
Kearns ,_.,3758
Kemp_NOUN Smith_NOUN,1029
Keke_NOUN ,,1715
Kenner _._,2196
Kensington_NOUN Museum_NOUN,1734
Karen _VERB_,55262
Kent ?,1087
Kashmir_NOUN _VERB_,7634
Kansas ._.,16226
Kant_NOUN _ADV_,7458
Kennedy ,,76352
Keane _NOUN_,2304
Kans_NOUN ._.,1763
Karen_NOUN A.,1278
Kaminsky_NOUN ,_.,1588
Kent ),1328
Kenzie_NOUN _._,3056
Kendler _._,2271
Ke _PRT_,8171
Ken_NOUN _ADV_,2401
Kennedy_NOUN as,1164
Keats_NOUN and,1884
Kennedy_NOUN as_ADP,1110
Kenton_NOUN _NOUN_,1685
Kaufman_NOUN and,2417
Karen_NOUN ?_.,1460
Kd_NOUN _._,1311
Karlin_NOUN ,,1183
Kenyatta_NOUN _VERB_,2038
Kent -_.,1333
Kappan ,_.,2287
Keeping_VERB it,2439
Keep trying_VERB,1441
Kang _PRT_,3585
Kati_NOUN _VERB_,1097
Katha_NOUN _._,1056
Kastner ,_.,1661
Keene ,,4639
Kenneth S._NOUN,1744
Kasai _NOUN_,1585
Kerby_NOUN _._,1124
Keeping in,6196
Keohane _._,5296
Kant_NOUN _ADP_,9550
Kazakhstan _PRT_,4068
Ken _ADV_,2401
Kamiya _._,1467
Katz 's,2099
Kati_NOUN _NOUN_,1078
Karel _NOUN_,6716
Kepler ,,5198
Kazin _._,1297
Karen had,3727
Keith_NOUN to_PRT,1157
Kennedy_NOUN in,3650
Karolinska _NOUN_,2637
Keegan_NOUN ,_.,4045
Kelli _VERB_,5138
Kappan_NOUN ,,2287
Kendal ,_.,2416
Karim .,1334
Karnataka_NOUN _NUM_,1589
Kee ,,3208
Kauffmann ,_.,1141
Kent_NOUN ;,1057
Kate to,3380
Keene _._,6195
Karel _VERB_,1331
Kas _VERB_,1013
Kendall was,1171
Kathleen _CONJ_,2038
Katrina was,2141
Kenya_NOUN :,5204
Kenelm _NOUN_,1172
Keck and_CONJ,1749
Kennedy_NOUN _ADV_,5793
Karthala_NOUN ,_.,1090
Kawaguchi ,_.,1605
Kennedy is,1679
Kerberos _NOUN_,1366
Keiser_NOUN ,,1169
Keeping_VERB _NUM_,1284
Kane (_.,2027
Kautsky _PRT_,1396
Keep_VERB _CONJ_,1180
Karl Pearson_NOUN,1588
Katharine_NOUN ._.,2261
Kent -,1333
Kao _NOUN_,3916
Ke did_VERB,1196
Kennett _._,1877
Kathleen_NOUN _ADV_,1221
Kaminsky ,_.,1588
Kenji_NOUN ,,1056
Katz_NOUN _._,40911
Kapodistrian University,1113
Kentucky_NOUN _ADV_,1680
Kelvin_NOUN -_.,1538
Karl_NOUN E.,1116
Karl had_VERB,2280
Kenneth_NOUN and_CONJ,1859
Keep_VERB him_PRON,4115
Kate and,14958
Kaminsky_NOUN ,,1588
Kayla_NOUN said_VERB,1358
Kebangsaan_NOUN _NOUN_,1020
Kelvin ,_.,2863
Kenyon_NOUN _._,7771
Karan_NOUN _NOUN_,2403
Katherine_NOUN ,_.,14400
Kathy and,3829
Kenneth_NOUN M._NOUN,2148
Keep talking_NOUN,1403
Karlsen ,_.,1033
Kaya ,_.,3400
Kenya_NOUN to,1703
Keele ,_.,1129
Kel_NOUN _VERB_,6556
Kelly )_.,1306
Kasim ,_.,1012
Kensington_NOUN ,_.,6381
Kane_NOUN was,2201
Kara_NOUN had,1548
Kenya National_NOUN,1120
Kauai_NOUN ,_.,1271
Kang_NOUN _NUM_,1241
Keep _ADP_,45661
Kennedy_NOUN Space,2163
Karis_NOUN Lechowicz_NOUN,1978
Karl_NOUN von_NOUN,2249
Keck _CONJ_,1946
Kaplan_NOUN ,_.,34842
Keeping_VERB your,3781
Kenny was_VERB,2401
Kerala_NOUN _VERB_,4087
Kane 's_PRT,7098
Kayla _PRT_,4836
Kennedy_NOUN Presidential_ADJ,1259
Kata_NOUN _._,1246
Kerber_NOUN ,_.,1454
Kenyatta_NOUN ,,1672
Kenneth_NOUN N._NOUN,1099
Kathy had_VERB,1827
Kashdan_NOUN _._,1028
Kavanaugh .,1224
Karelian_NOUN _NOUN_,1520
Karamazov _._,3431
Kelso_NOUN _VERB_,1097
Karol _._,1519
Kate !_.,2630
Keeley _VERB_,2103
Karam _VERB_,1619
Karen L._NOUN,1743
Kay_NOUN and_CONJ,4120
Kel_NOUN .,1234
