YWCA_NOUN _NOUN_,1088
Yingjie_NOUN _._,3947
You_PRON laugh,2239
You_PRON carry_VERB,3226
Your sense_NOUN,1118
Yet_ADV nothing_NOUN,1846
Yearbook_NOUN (,2501
Your_PRON sons,1327
Yu_NOUN walked_VERB,2339
Yellow_NOUN Peril,1640
Yet by,5651
Your_PRON loss,1183
Yong said,1270
Yep_NOUN _._,68236
Yokoyama ,_.,2138
York with,8231
You did,259990
You fear_VERB,1578
Yorktown_NOUN _._,5323
York_NOUN NY,2243
Yet_CONJ he_PRON,54669
You_PRON have_VERB,971959
You_PRON 'll_VERB,483656
Yuwen _._,1178
You leave_VERB,7566
Yet_ADV in_ADP,36051
You mentioned_VERB,9362
Yishuv _VERB_,1134
You tricked,1204
Yonge _._,1863
Year_NOUN _PRON_,1640
Yes_X there,1111
Youth_NOUN Employment_NOUN,1018
Yichen did_VERB,1084
Yuan _ADV_,10201
You_PRON must,405548
Yi_NOUN Yue,1968
You_PRON and,135546
You killed,12525
You_PRON gotta,12880
You_PRON stopped_VERB,2068
Yiyan _VERB_,1258
Yet_ADV this,38048
Your_PRON time_NOUN,4741
Yi_NOUN was,21857
Yu finished,1088
Yi_VERB -_.,4058
Your Time,1997
Young_NOUN Mistress,1888
You desire,1559
Yoshi_NOUN _VERB_,2438
You_PRON Say,1950
You miss,3551
Yuck .,1710
Yue_NOUN !_.,1199
Yuan (_.,2088
Yu looked_VERB,9221
Yolanda ,_.,1698
Yichen 's,6038
Years_NOUN _ADV_,58654
Your Majesty_NOUN,52422
You taught,3821
You_PRON fought_VERB,2167
YouTube_ADJ video,1506
Yi_NOUN did_VERB,7682
Yichen ._.,2175
Yeats _CONJ_,1983
Yorkshire ,_.,13734
York_NOUN city,3022
You plan_VERB,2276
Yue Lao,1257
Yoshimura ,_.,1622
Yuze_NOUN _._,1019
Yoga :_.,1339
You like_VERB,13390
You_PRON realise_VERB,1864
Yuli_NOUN _VERB_,1318
Young Madam,2301
Yousef ,,1487
Yet if_ADP,15166
Yet after_ADP,2926
You_PRON helped,5296
Yin was,2315
You_PRON passed,2000
Yes indeed_ADV,3103
You_PRON watch_VERB,5405
You_PRON _PRT_,17091
Yes /_NOUN,5685
You_PRON alone_ADV,3914
Yehud _._,1275
Yonge_NOUN Street_NOUN,1054
Your_PRON Dreams_NOUN,1146
Yutaka_NOUN _NOUN_,1148
York_NOUN _VERB_,89542
Yugoslavia in_ADP,2877
Yoruba_NOUN _NOUN_,9274
Your legs,2469
Yiddish_ADJ -_.,1389
Yoga is_VERB,3568
You might_VERB,195138
Yin Yang,8081
Yoda_NOUN _._,1850
You_PRON almost,6778
Yu_NOUN sneered_VERB,1170
Yun_NOUN knew,1027
You_PRON wish_VERB,11543
Yuan Dynasty_NOUN,1846
Your pardon,1874
You believe_VERB,13931
Yvette_NOUN 's,1422
Young man,12626
You know_VERB,876199
Your_PRON boy_NOUN,1481
YouTube_DET videos,3785
You turn_VERB,6177
Yugoslavia_NOUN ),2112
Yosef_NOUN ,,2371
Yield to_PRT,1123
Your_PRON timing,1088
You_PRON planned,1240
Yi _X_,1837
Youth_NOUN Development_NOUN,2592
You figured,1302
Yun Fan_NOUN,5700
Yield to,1126
You wait,7242
Ying_NOUN is,1478
You_PRON left_VERB,14573
Your_PRON aim,1049
Yu Di_NOUN,2742
You_PRON can't,1100
Years_NOUN Study,4825
Yet_ADV God,2487
Yearbook_NOUN _._,11782
Your_PRON loving,3542
Yun_NOUN _._,47569
Yunus _NOUN_,1433
Yu Chen,8687
Yeltsin_NOUN _PRT_,4271
You held_VERB,1664
Yours faithfully,2203
Yhwh _PRT_,2284
You absolutely,1658
Ying Yang_NOUN,2172
Yet_CONJ ,_.,15231
Your_PRON life,14366
Years Region_NOUN,52855
Yicheng 's,1719
Your faith,2384
Your_PRON dear,1130
Yin_NOUN Che,1436
Yes_X _PRON_,24456
You okay_X,33755
Yet_ADV their,4502
Yunxi_NOUN _._,2275
Your_PRON other_ADJ,1830
Your mom_NOUN,14064
Yellow _._,21145
You_PRON destroyed_VERB,1282
You_PRON learned,4084
Yellow_ADJ Fever,1840
York_NOUN because_ADP,1015
Yuan Continent,1223
You_PRON stop,3438
You_PRON _CONJ_,140565
Your_PRON desire,1519
Yoshino_NOUN ,_.,1623
Years_NOUN from_ADP,1041
Yom_NOUN _NOUN_,13782
Yokoyama ,,2140
You_PRON dropped_VERB,1422
You Are,18038
Yuan_NOUN Qi_NOUN,3829
Yun Tian_NOUN,2993
Yin_NOUN _NUM_,1400
Young Lives,1639
Young America_NOUN,1226
Yes'm_X _._,1230
Yifeng_NOUN _._,1258
Yes_ADV or_CONJ,3669
Your_PRON brother_NOUN,21086
Yesterday you_PRON,1276
You_PRON hide_VERB,1185
York_NOUN Harbor,2530
Youth_NOUN '_.,1022
You_PRON lean_VERB,2161
You_PRON receive_VERB,1691
You_PRON step_VERB,1578
You_PRON old_ADJ,3163
Yuan Han,12279
York_NOUN governor,1060
Yuanyuan ,_.,1687
Yiddish_NOUN ,_.,4198
Yue_NOUN in_ADP,1233
Yu_NOUN who,3308
Yi is,3070
You blame,1003
You trusted_VERB,1030
You_PRON hate_VERB,5649
You fellows_NOUN,1280
Yu has_VERB,1634
Yuntian_NOUN _PRT_,1355
Yiming_NOUN _VERB_,4697
You_PRON drive,4127
Your_PRON aunt,4813
Young_NOUN Woman_NOUN,1795
Yom Tov,1078
Your_PRON face_NOUN,9039
Your_PRON Thoughts,1397
Younger _._,12306
Young_ADJ man,11831
Yilmaz _NOUN_,2190
Years '_.,1898
Yuqing ,,1096
You managed_VERB,1463
Yes_NOUN or_CONJ,1264
Yvette_NOUN _._,4755
Yesterday and_CONJ,1589
Yeung_NOUN ,_.,4837
York who_PRON,2514
You begin,6787
Yi Ran_VERB,1953
Young was,4557
Your lordship_NOUN,1709
Yuheng _VERB_,2857
Your_PRON thoughts_NOUN,4265
Yorkist_NOUN _NOUN_,1083
Yi walked,1212
Yue_NOUN Ying_NOUN,8850
Your Highness,46230
Yeti _._,1089
Yun_NOUN smiled_VERB,1365
Yu_NOUN Han_NOUN,3620
You_PRON sound_VERB,20831
Yi ,,45249
Your_PRON breath_NOUN,1683
Yu Ji_NOUN,2219
Yu_NOUN still_ADV,1705
Yet_CONJ before,1475
Young Lords_NOUN,2640
Yu_NOUN laughed,5024
You OK_X,3146
Yemen_NOUN _CONJ_,4174
Yun_NOUN Chen_NOUN,2358
Yu .,39428
Yvon _NOUN_,1448
York_NOUN _X_,4574
Yun 's_PRT,25303
Yours_ADJ _._,1223
Yu_NOUN Huan_NOUN,6246
Yellow_NOUN Book_NOUN,2053
You_PRON Must_VERB,2698
You_PRON figure_VERB,1684
Yin_NOUN Qi_NOUN,3997
Yunnan_NOUN Province_NOUN,2393
You_PRON 'd,148002
You wear_VERB,2707
Yet she,27089
Yılmaz_NOUN ,,1119
Yo _X_,5341
Yun thought,1182
Younger children,1521
Young_ADJ --,1299
You_PRON pass,1810
Ying laughed_VERB,1555
Yet from_ADP,3070
Your blood_NOUN,3273
You_PRON entered,1026
Yi had,10634
Yusuf_NOUN 's,1427
You_PRON quickly,1130
Yesterday_NOUN the,1645
Your letter,5449
Your_PRON Future_NOUN,1064
Yue_NOUN _PRT_,32232
Yorke_NOUN _VERB_,4497
Year_NOUN Total_NOUN,1075
Yunfeng _VERB_,9931
Yousef ,_.,1475
Youth_NOUN &,1203
Yiddish_NOUN ._.,2368
Your people,7922
Young Ireland_NOUN,1101
You Did_VERB,1193
Yes -_.,29074
Yue_NOUN _NOUN_,128663
Your cock,1449
Yingjie 's_PRT,2286
Yun_NOUN Sect,3835
You_PRON men,3352
You_PRON My_PRON,1044
Your_PRON question,1371
Yue heard_VERB,1243
Yuri _._,5960
You_PRON become,5529
Yet_ADV that,9841
Yet something,2319
Yet_ADV from,2840
Yokohama _._,6008
Yunnan_NOUN province,1212
You_PRON observe_VERB,1458
Yong _CONJ_,2954
Yin_NOUN _NOUN_,126810
Yuriy_NOUN _NOUN_,1586
Yet_ADV with_ADP,5278
Yelp ,_.,1018
Yorker .,4606
Yifan _ADV_,1194
Years later_ADV,26651
You_PRON hit,3993
Youngs_NOUN _._,2214
You expected_VERB,1234
You_PRON went_VERB,17232
You_PRON hardly_ADV,2332
Your_PRON great_ADJ,2679
Your_PRON grandfather,5920
You_PRON Be,1694
Your_PRON help_NOUN,1626
Young Communist_NOUN,1004
Yizhen _VERB_,3012
Yet_ADV "_.,2035
Your timing_NOUN,1088
Yu Xuan_NOUN,8204
Yesterday_NOUN evening,1564
Yu immediately,3554
York Philharmonic,2270
Yes_ADV No_ADV,1287
Yellow_NOUN Emperor_NOUN,3491
YouTube _._,48524
Yoder_NOUN _NOUN_,1453
Yuxin _PRT_,1538
Yu_NOUN Tong_NOUN,2431
Your_PRON brother,21086
Yogurt_NOUN _._,2819
Yiyi 's_PRT,1697
Years_NOUN Old_NOUN,1736
Yunshu _VERB_,2018
Yvette ._.,1709
Yes_X ,_.,2260276
Yu_NOUN left,1147
You_PRON figured_VERB,1302
You_PRON expect,5893
Yogurt ,_.,1073
Yes Sir,3046
You hurt_VERB,3792
You_PRON signed,1216
Yun_VERB Fan_NOUN,2428
York is,9149
Yue_NOUN Jiao,1014
Yes ',6981
You_PRON boys_NOUN,4766
Yuan_NOUN Chen_NOUN,1158
You_PRON seriously_ADV,1808
Your dream,1208
You_PRON is,17199
You Know,14407
Years _NUM_,13885
Yellowstone _PRT_,1777
Young_ADJ women_NOUN,4372
Yemen_NOUN :_.,1353
Yellow_ADJ pigment_NOUN,1237
Years a,2159
Youngs_NOUN literal,2039
Young Girl_NOUN,1468
Years_NOUN in,10786
Yiyuan_NOUN _VERB_,3007
YouTube or,1461
You_NOUN Meng,11897
Yi_VERB --,1412
Yet only_ADV,2196
Yue_NOUN Chen,1965
York police,1072
Yusof _._,1084
You_PRON a_DET,7909
Yi !_.,2125
Your_PRON husband,13008
You_PRON realize_VERB,8350
You_PRON understand,27108
Yoga and_CONJ,3296
Young_NOUN Women,3840
Yet_CONJ before_ADP,1475
You_PRON appear,3514
Yes .,686213
York_NOUN Post_NOUN,7625
You_PRON always_ADV,42658
You_PRON wanna_VERB,10184
York_NOUN Street_NOUN,1032
Yunyi _PRT_,1280
Yeats_NOUN '_PRT,1185
Yuqing_NOUN was_VERB,1002
YouTubers _VERB_,1198
Yu_NOUN Ji,2219
You call_VERB,13480
Yue ,,27011
York has_VERB,3503
Yo_X _._,19246
Yu Meng_NOUN,3356
Yoruba ,,2169
Your_PRON Face_NOUN,1074
Yuan Shao,2892
York Journal_NOUN,1984
You_PRON with_ADP,4585
You sent,6384
Yu_NOUN would,6165
Yue_NOUN thought,1034
Young had,2968
York on_ADP,10196
Yixian _VERB_,1362
You're -,1479
Young_NOUN _ADV_,3171
You_PRON threw_VERB,1995
Yuri_NOUN 's,2500
Your affectionate_ADJ,3086
Yvon_NOUN 's_PRT,1010
Yilmaz _._,3641
Your story,3071
Yiddish theater_NOUN,1211
Young_ADJ Adults_NOUN,4142
Your Face_NOUN,1074
You_PRON create,2749
Yes_X _PRT_,3974
Young_ADJ ,_.,27907
You also,40825
Young_NOUN People,12919
Years_NOUN _DET_,3599
Yes _DET_,6613
You Be_VERB,1695
Yi _PRON_,2765
Your_PRON mission,1817
Yuan Sword_NOUN,1502
Yu_NOUN did_VERB,13061
Yule -,1298
Yousafzai_NOUN _._,1369
Yun_NOUN also,1597
Yu smiled_VERB,3654
Your choice,5263
Yourself_PRON and_CONJ,1452
Yuze_NOUN _VERB_,3000
Yemen_NOUN 's,2409
Yhwh 's_PRT,1935
You pretend,1172
You sell,1181
Yet again_ADV,7410
Yonge_NOUN ,,1139
Yun Xiao_NOUN,1441
Your_PRON friendship,1058
You_PRON claim,1857
Your self,1370
Your Dog,1532
You )_.,1541
You own,3182
Yet_ADV after,2774
Yu (,2893
You manage_VERB,1117
York_NOUN to_PRT,29015
You_PRON managed,1463
Yuting_NOUN _VERB_,1905
Your second_ADJ,1337
You_PRON help_VERB,3269
Yin ),1656
Yi_NOUN Hao,1392
You're_ADJ -,1469
You saved,12793
Yet such,7028
You made,37233
Yuan_NOUN Pill_NOUN,1375
You_PRON honestly_ADV,1217
Years earlier,1689
You on_ADP,2538
You understand,27108
Your_PRON employer,1208
Yu_NOUN _DET_,3658
Yonder_NOUN is_VERB,1035
You_PRON led,1411
Ypres _._,5544
Yorks _._,1904
Yet at,10048
Yet_ADV few,1169
Your_PRON vision_NOUN,1333
Yin_NOUN Force_NOUN,1145
Years On_NOUN,2291
You brought_VERB,10907
Yellin_NOUN _._,1172
Yes No_ADV,1287
Yong Zhao_NOUN,1167
Your Child_NOUN,5791
YouTube_NOUN ),1734
You_PRON stand_VERB,5670
You_PRON kill,1980
Yun_NOUN ?,1548
Yet_CONJ it,72065
Yosemite Valley_NOUN,3720
Yue _ADV_,13754
Yucatan_NOUN _._,4719
Youth _CONJ_,18562
Your_PRON body_NOUN,19295
Yoke_NOUN _._,1593
You_PRON act_VERB,4070
You_PRON stupid,3652
Yen -,1585
Yugoslavia _PRT_,5021
Yujing _VERB_,1794
Yes _NUM_,13705
Your_PRON lordship,1709
You men,3362
You_PRON nearly,2490
Yelena_NOUN _NOUN_,1065
Yüan_NOUN _NOUN_,1012
Yukl ,,1082
Yun !_.,2640
You_PRON started,4566
Yi_NOUN could_VERB,4254
You_PRON little_ADJ,9079
Your_PRON relationship,2136
You dare_VERB,12526
Your wish_NOUN,2381
Yu --_.,2118
Yingjie _PRT_,3094
Yuan_NOUN ?,1131
Yeats_NOUN _CONJ_,1974
Yu_NOUN will,1220
Yonkers_NOUN ,_.,2003
Yun_NOUN Yi_VERB,1971
Year_NOUN _NOUN_,95617
Your honor_NOUN,2330
You hurt,3799
Your ladyship,1596
Yu_NOUN a_DET,1340
Yes_ADV but,1396
You_PRON stopped,2068
Yellow fever_NOUN,4716
Yuan_NOUN had_VERB,6370
Yu_NOUN _CONJ_,31241
You "_.,13238
You_PRON up_PRT,1938
Yuwei_NOUN was,1600
Yet_ADV that_DET,8596
Yingying_NOUN ,_.,1244
Yet something_NOUN,2319
Yes_X there_DET,1105
You_PRON offer,1510
York /_NOUN,7009
York_NOUN State,42340
Your_PRON local,1228
Yun Meng,1069
Yourself_PRON _CONJ_,1643
You_PRON guessed,2921
You_ can,1752
You_PRON won,2835
Yet the,147929
Yufei _PRT_,1104
Yunnan_NOUN province_NOUN,1208
Yorker ,_.,18431
Yon _._,1476
Yellow_ADJ pigment,1237
Young_NOUN Communist,1002
Yu Rong,1441
Yun_NOUN Luo,2268
Youth_NOUN with_ADP,1562
York_NOUN on,10203
Yoon ,,10825
You looking_VERB,1476
Yonsei _NOUN_,2136
Your_PRON wisdom_NOUN,1135
Young_NOUN ;,1090
Youth_NOUN _PRT_,3406
You_PRON ready_ADJ,14484
Year_NOUN founded,1188
Yü_NOUN _._,1259
Yu finally,1373
Your big_ADJ,1218
Yue_NOUN saw_VERB,1360
Yes_X ,,2260276
Yu_NOUN Di,2742
Yuan would_VERB,1853
Yue asked,2008
Yuyan_NOUN _._,2397
Yury _NOUN_,1673
You_PRON spoke,5590
You with_ADP,4591
You swear,1401
You_PRON finally_ADV,3290
Yichen _CONJ_,1193
You_PRON 's_PRT,3054
Yu Meng,3356
Your_PRON personal,2519
You miss_VERB,3548
Your girlfriend_NOUN,1785
Yue to_PRT,3312
Yun_NOUN Cheng_NOUN,1447
You remind,4252
Yesterday_NOUN _PRON_,15617
Yuen _NOUN_,3812
Yi Ke_NOUN,4518
You_PRON began_VERB,1364
Your_PRON tongue_NOUN,2750
Yi suddenly,1942
Yu_NOUN He_PRON,3980
Yueli _VERB_,1082
Younger Dryas_NOUN,2315
You take,36199
You woke_VERB,1468
Young ladies_NOUN,1508
Youth _._,41575
Yun Che_NOUN,10778
You Must_VERB,2700
Yin_NOUN 's_PRT,4262
You received_VERB,1566
York_NOUN Post,7625
Yemen_NOUN and,3790
Yue_NOUN looked,4762
You_PRON fall,1430
Yim _._,1559
Yoshimura_NOUN _NOUN_,1354
You_PRON blame_VERB,1003
Yue_NOUN and,10814
Yugoslavia_NOUN 's,3286
Your old_ADJ,3849
Yurii _NOUN_,1000
You ?,38511
You agree_VERB,3011
You_PRON wear,2707
Yo ,,14883
Yinan_NOUN _VERB_,1024
Years_NOUN On_NOUN,2291
You_PRON remembered_VERB,2093
Yunyi_NOUN 's,1049
You_PRON there_ADV,3637
Yu_NOUN were_VERB,1756
Yo -_.,3323
You gave_VERB,20624
Your_PRON support,2494
Yun looked_VERB,3436
Yunnan _._,7749
Your secret,2130
YouTube and,6848
York_NOUN •,1745
You_PRON walked_VERB,3074
Yeas .........._.,3030
York_NOUN Academy,8295
Years _NOUN_,95449
Yuwei_NOUN was_VERB,1600
Yoo_X ,_.,1682
You_PRON thought_VERB,18529
Youth_NOUN _NUM_,2267
York Historical_NOUN,2717
You_ADJ _._,1490
Yin_NOUN Family,1469
You_PRON mind,3493
Yue said,8094
Yunus ,,1802
Yu_NOUN raised_VERB,1947
Yield _NUM_,1316
You_PRON claim_VERB,1857
You okay,36973
Years_NOUN Study_NOUN,4825
Yue _._,45623
Yet_CONJ they,2138
You clearly,3806
You_PRON could_VERB,262080
Yi _ADV_,21602
Yuwei_NOUN _VERB_,12795
Yorkshire_NOUN ,,13705
Yunfeng_NOUN _VERB_,9931
Yu_NOUN held,1032
Yun laughed,2139
Yu asked_VERB,4081
You create_VERB,2749
You recall,1320
Your memory_NOUN,1573
You as,4314
You_PRON stole,4386
Years a_DET,2139
Yolanda _NOUN_,2976
Your room_NOUN,2615
You either_DET,2335
You wished_VERB,1530
Yourself_PRON to_PRT,1104
Yi_NOUN Feng_NOUN,1887
Yemeni_ADJ _NOUN_,1248
Yield _._,12935
Yugoslavia _NUM_,1459
You end,1590
Youth_NOUN Employment,1018
Yet God_NOUN,2650
You_PRON sent_VERB,6384
Yet_ADV because,2713
Yu smiled,3654
Yugoslavia_NOUN ._.,10729
Your journey,1232
You control,1173
Yost _VERB_,1304
Your_PRON eyes_NOUN,15213
Young Women_NOUN,4240
Your grace,2907
Yingjie _._,3947
Your_PRON organization,1309
Yes □_NOUN,1771
Yet ...,1555
Yellow Pages,2308
Yukl_NOUN _._,1285
Yu laughed,5026
Yu Dong_NOUN,1176
Yet before_ADP,1483
Yue_NOUN Zi,1127
You offered_VERB,1301
Yule_NOUN ._.,1621
Yes_NOUN ,,54186
Yu ._.,39420
Yildiz ,,1433
Yuen ,_.,3364
Young_NOUN Turk_NOUN,2191
You_PRON turned,3318
You here_ADV,3830
Yesterday 's,4309
Young University,5660
Yes Master_NOUN,1462
Your_PRON happiness,1066
Years with,1944
You guess_VERB,1349
You Were,2841
You_PRON Love_VERB,1757
Your aunt,4813
Yojana (,1996
Your_PRON words,7892
You_PRON would_VERB,170890
Young_ADJ Adult_ADJ,2101
Yusuf ,_.,4306
Yet_ADV though_ADP,1607
Yun with,1139
You men_NOUN,3362
Your head,4844
Yet_CONJ what_PRON,9521
Your_PRON Work_NOUN,1709
Yep ._.,42107
Yellow_NOUN .,1924
Your_PRON Family,1475
You_PRON slowly,1281
Your_PRON light_NOUN,1366
Your Thoughts,1397
Yuan_NOUN Shikai,1087
Yun Zhao,1399
Yoga for,1211
Yun Chen,2359
You moved,1871
Your_PRON _NOUN_,2057237
You_PRON feel,30867
You_PRON begin_VERB,6787
Your cousin,3711
Yet all_DET,8913
You fear,1578
You share,1203
Yikes ._.,2307
Yom Tov_NOUN,1078
Yuyan ,,1389
You_PRON at_ADP,1872
You bunch_NOUN,1019
You_PRON still,53169
Your_PRON career,1287
Yellowstone Lake_NOUN,1106
Yu Feng_NOUN,2222
You gotta_VERB,12615
Young_NOUN University,5655
You_PRON stand,5670
Yun felt,1756
Yours_PRON ,_.,11860
York_NOUN Peninsula_NOUN,1083
You_PRON leave_VERB,7566
Yijie _._,1324
Your_PRON breathing_NOUN,1184
York Mets,1427
You_PRON remembered,2093
Your_PRON opinion,1451
Yuan Sword,1502
Youths _VERB_,1064
YouTube_DET _NOUN_,10850
YouTube videos,8259
Yost _._,2481
Young is,1541
York_NOUN )_.,19744
You led_VERB,1411
You_PRON raised,1249
Yours ?,2475
Yiyi _._,3677
You_PRON Were_VERB,2833
Your_PRON Income,1263
Ying Ying_NOUN,4645
Youth_NOUN in,6492
Yellow House,1284
Yours faithfully_ADV,2199
You_PRON break,1542
You choose_VERB,4410
Yo '_.,2184
Yet_CONJ another,1760
You not_ADV,4672
Yu_NOUN Er,2660
Yoga_NOUN :_.,1339
Yi_NOUN walked_VERB,1210
Yunfei_NOUN _._,3356
York_NOUN has_VERB,3503
Yeates_NOUN _._,1669
You_PRON underestimate,1054
Yet_CONJ this,2140
Yuan nodded_VERB,1137
York Review,9959
Yellow _NOUN_,117552
Yifan_NOUN _._,2763
Yoruba_NOUN _._,4296
Your marriage_NOUN,1351
Yi could_VERB,4262
Yulia Mihailovna,1217
Your Eminence_NOUN,2105
Your career_NOUN,1287
Your breathing_NOUN,1184
Yu walked,2339
York Court,1838
Yin .,3781
Yue_NOUN saw,1360
Yours ever_ADV,2693
Yet_CONJ despite_ADP,1017
Yt _._,1166
York society_NOUN,1574
Yesterday_NOUN he,2111
Yet_ADV somehow,3338
You look_VERB,144461
You turned_VERB,3318
Your opinion_NOUN,1451
York Evening_NOUN,3485
Yet_CONJ _ADP_,15273
You_PRON only_ADV,28664
Your Hand,1159
Young v._CONJ,1530
Yun thought_VERB,1178
You_PRON chose_VERB,4592
You Might,1158
Yunjie ._.,2051
You talked,4083
You_PRON look,144461
Yu Er,2660
Yu ..._.,1231
Yu_NOUN finally,1373
Yuanzhi_NOUN _VERB_,1333
Yet in,39365
Your_PRON goal,5134
You either_ADV,2343
Yuxi_NOUN _._,1324
Your what_PRON,1047
Young miss,1448
Yellow Springs_NOUN,3536
Your_PRON Kids_NOUN,1262
You entered_VERB,1026
Yield Curve,1317
Yiddish -,1431
You guess,1349
You gonna,8530
You now_ADV,10852
Yi _ADP_,9270
Your_PRON glory,1812
York_NOUN that_DET,2096
Yield ,,1519
Yu_NOUN Yan_NOUN,2779
Yes_NOUN ,_.,54186
York_NOUN Press_NOUN,26072
You kill,1982
York that_DET,2096
Yeats_NOUN ,_.,6882
You possess_VERB,1040
Yuan_NOUN Yuan,2742
Yemen (,2062
Yet_ADV where_ADV,1016
Youth_NOUN Service,1091
Yu_NOUN Jin_NOUN,1232
Your Home_NOUN,2531
Yosemite ,,2065
York during_ADP,1842
You I_PRON,3112
Your_PRON last,2751
York_NOUN is_VERB,9148
Yu_NOUN said_VERB,16246
Yi with_ADP,1535
Yun_NOUN Fei_NOUN,2531
You finally_ADV,3290
Yifei 's,1302
Young ,_,1084
Your_PRON faith,2384
You_PRON no_ADV,4195
York_NOUN County,4299
Your turn,7113
Yun .,11892
You_PRON quickly_ADV,1130
YouTube channel,6438
You (_.,7335
Yihan_NOUN _._,2357
Yugoslavia to,1019
York_NOUN v.,2121
Yong_X ,,3195
Your life,14371
You_PRON smiled_VERB,1312
You suck_VERB,1766
You ready_ADJ,14489
Yorke 's_PRT,1554
Yves _NOUN_,14184
Your_PRON Grace_NOUN,17059
Young_NOUN Ireland_NOUN,1101
Yoga _NOUN_,19966
York_NOUN House_NOUN,1115
Yet_ADV another_DET,21899
Yuval_NOUN -,1012
Your_PRON Understanding_NOUN,2234
You spend_VERB,3739
Your_PRON _VERB_,22185
Yet_ADV ...,1554
Yoga_NOUN is_VERB,3568
Yun_NOUN said,9416
Your_PRON school,1282
Your_PRON ',1708
Yu thought_VERB,3392
Your_PRON Highness,46230
Your_PRON enemies,1459
Yi Chen_NOUN,22448
You signed,1216
Yun Lin_NOUN,1605
You_PRON eat,4066
You_PRON ",13233
Your_PRON truth_NOUN,1647
Yet_ADV why,1992
York city,3022
You hit_VERB,3995
Yuanshan _PRT_,1095
Yoga in,1157
Your _DET_,1382
You alright_ADV,1878
Yiming _VERB_,4698
Yes _ADJ_,7556
You return,1273
Your_PRON desire_NOUN,1519
You_PRON both,11559
You help_VERB,3269
Yergin ,_.,1210
Yerkes _NOUN_,1002
Younger_ADJ _NOUN_,10908
York_NOUN London_NOUN,1081
You_PRON Believe,1245
Yuan_NOUN would_VERB,1853
Yi Xuan,1211
Yuen_NOUN _._,4623
Yellow_NOUN Springs_NOUN,3535
Yojana_NOUN (_.,1995
You taste,3343
You loved_VERB,4858
Yugoslavia_NOUN _CONJ_,6922
You_PRON bring_VERB,7022
Yingjie _VERB_,11565
Yet_CONJ if_ADP,1008
Yi saw,1694
Yung ,_.,2784
Yet you_PRON,16295
York_NOUN Nonprofit,1098
Your_PRON entire_ADJ,1329
Yunshan_NOUN _VERB_,2581
Young ?_.,1126
York were,3118
Yun_NOUN saw,1319
Yours_PRON _ADV_,23521
Yesterday_NOUN he_PRON,2111
Yung_NOUN ,_.,2255
You fell,3385
You intend_VERB,1506
Your_PRON man_NOUN,2778
Yishuv _PRT_,1215
You Only,1188
York County,4303
Yuan Shu,1234
Yinger_NOUN _VERB_,2848
York_NOUN have_VERB,1038
Young Mr._NOUN,1108
Yggur_NOUN _._,1192
Younger .,1579
You're -_.,1479
Yet_ADV let,1113
Your Father_NOUN,1693
You walked,3074
Yet_CONJ if,1008
You_PRON held,1664
You_PRON stupid_ADJ,3652
Your will_VERB,1340
You_PRON Should_VERB,4715
Yong _VERB_,18246
You_PRON tend,1546
Yu_NOUN Ye_NOUN,1186
You_PRON ;_.,1967
Yi_NOUN who_PRON,1513
Yufei _._,1077
Yu was_VERB,40809
Your_PRON spouse,1397
Yuhan_NOUN _PRT_,1033
Yet since_ADP,1700
Your_PRON daddy,2411
You_PRON Know_VERB,14098
You got,91053
Yu shook_VERB,1977
YouTube (,2210
Yue_NOUN Shan,1630
Yin _NUM_,1403
Yicheng _ADV_,1016
Yixuan_NOUN 's_PRT,1276
Your friends_NOUN,7234
You_PRON fell,3385
York_NOUN State_NOUN,42340
You_PRON forced,1461
You were,329356
You Never,1279
Ying_NOUN had_VERB,4867
You acted_VERB,1330
Young_NOUN Lady_NOUN,1198
You found_VERB,12111
Ying smiled_VERB,1265
Yesterday_NOUN was,3091
You_PRON set_VERB,5557
Yiyi_NOUN 's,1700
Yiddish .,2369
Yours_PRON sincerely,4091
Yi did,7701
Yoshikawa_NOUN _NOUN_,2216
Yeshua_NOUN _VERB_,7214
Yet sometimes,1204
You_PRON tend_VERB,1546
Yu_NOUN Li,1018
Yinger _VERB_,2848
You_PRON became_VERB,2142
You_PRON shall,75261
Your task_NOUN,2895
Your_PRON friendship_NOUN,1058
Years after,5591
Your plan_NOUN,3281
Your_PRON clothes_NOUN,2210
You consider_VERB,1644
Yet_ADV .,7814
Yet_CONJ this_DET,2140
You ate,1773
Yu will,1220
You Love_VERB,1757
Yufan _VERB_,2491
You went_VERB,17232
Your spouse,1398
Yoshida ,_.,8614
You Love_NOUN,1217
Yeh_NOUN _CONJ_,1139
Years to,1202
Ypres_NOUN .,1547
Yun_NOUN Yi,18281
Your sister_NOUN,16818
Yu et_NOUN,11447
Yes_X Yes,3004
You_PRON intend,1506
You_PRON were_VERB,329344
Yuan _ADP_,6133
Yi Yun,3052
York_NOUN _PRT_,75206
Youngstown_NOUN _._,2416
Yixuan 's_PRT,1276
Your true_ADJ,1532
Your_PRON hands,9465
Your_PRON place_NOUN,3058
Yvette_NOUN _PRT_,1799
Yifan _PRT_,1899
Yorker_NOUN _NOUN_,6579
Your_PRON '_PRT,1336
Yishuv_NOUN _PRT_,1215
Your_PRON blood,3313
You_PRON Do,10783
You Do,10867
York .,251702
Yichen_NOUN and,1178
You_PRON bloody,1332
You_PRON sleep_VERB,2619
Yup_NOUN _._,26121
